input,output
"question: what is the proposition in TARGETCASE? context: [10] The question of the existence of an IFA is determinative of the matter. As set out in <REFERENCE> , above, at paragraph 21, the concept of an IFA is an inherent part of the Convention refugee definition. In order to be considered a Convention refugee, an individual must be a refugee from a country, not from a region of a country. Therefore, where an IFA is found, a claimant is not a refuge or a person in need of protection (see <TARGETCASE> ; ","Where an Internal Flight Alternative (IFA) is found, a claimant is not a refugee or a person in need of protection."
"question: what is the proposition in TARGETCASE? context: [11] The Board stated the factors that it would consider in exercising its discretion: <REFERENCE> The extent of the non-compliance, the reasons for departure and stay abroad, the degree of establishment in Canada, family ties in Canada, the timeliness of any attempts to return to Canada, hardship or dislocation to the appellant if he cannot return to Canada, and any other special circumstances that may merit discretionary relief. Of central concern is the requirement to look at the best interest of any child directly affected by the panel's determination. [See footnote 1] <TARGETCASE> Level of Compliance <REFERENCE> ","The factors considered in exercising discretion include the extent of non-compliance, reasons for departure and stay abroad, degree of establishment in Canada, family ties in Canada, timeliness of attempts to return to Canada, hardship or dislocation to the appellant if he cannot return to Canada, and any special circumstances that may merit discretionary relief, with a central concern being the best interest of any child directly affected by the panel's determination."
"question: what is the proposition in TARGETCASE? context: [17] In other words, I should not substitute my discretion for that of Prothonotary Morneau, even if I may have arrived at different results had I been hearing the matter at first instance, unless he made a fundamental error of principle or misapprehended the evidence or the pleadings ( <REFERENCE> FTR 160, at para 59; Hayden <TARGETCASE> at para 12). B. Oral Discovery: Relevant Principles ","I should not substitute my discretion for that of Prothonotary Morneau, unless he made a fundamental error of principle or misapprehended the evidence or the pleadings."
"question: what is the proposition in TARGETCASE? context: [24] In order to do so, the claimed error must be more than trifling. As noted, in REFERENCE the Court of Appeal held that it is only necessary that an adequate translation be provided and hence trivial imperfections in translation do not violate section 14 of the Charter . This Court has often applied this principle and held that trifling inconsistencies do not amount to a failure of adequate translation. For example, in REFERENCE, Justice Harrington stated at TARGETCASE: REFERENCE The errors made in this case are not of this ilk but, rather, involve significant discrepancies and thus REFERENCE and cases like it are inapplicable. ",Trifling inconsistencies do not amount to a failure of adequate translation.
question: what is the proposition in TARGETCASE? context: [26] Issue 2 What is the standard of review? The decision of the visa officer to refuse the applicant's request for a work permit was an administrative decision made in the normal exercise of the officer's legislative authority and was ostensibly a determination of fact. Such decisions often require visa officers to rely on their unique and localized expertise (see <TARGETCASE> ,Visa officers often need to rely on their unique and localized expertise when making administrative decisions in the normal exercise of their legislative authority.
"question: what is the proposition in TARGETCASE? context: [68] In the Queen of Leman , above, the U.S. Court of Appeals did not specifically refer to the decision in Rainbow , above. The party contesting the application of the express choice of law was relying on <REFERENCE> (Cir., D.C. 5th Cir.). [see footnote 10] The Court said the following in respect of this decision: ""Interforce relies primarily, but unpersuasively, on <TARGETCASE> (5th Cir. 1981). It characterizes Gulf Trading as holding that because a maritime lien arises by operation of law, not by contract, the P & I choice of law provisions do not bind those who are not parties to the contract. Gulf Trading , however, does not control the outcome here. In that case, the court applied a conflict of laws analysis to the issue of a maritime lien. Id. at 367-68. In doing so, it declined to use the conflicts analysis appropriate to contracts, see Restatement (Second) Conflicts of Law § 188, noting that the maritime lien was not contractual in nature.","The express choice of law provisions do not bind those who are not parties to the contract, and a maritime lien, being non-contractual in nature, requires a conflict of laws analysis."
"question: what is the proposition in TARGETCASE? context: [34] For that reason, I will leave to the Trial Judge the discretion to disallow any expert evidence tendered by Apotex that is duplicative or unnecessary. <TARGETCASE> ",The Trial Judge has the discretion to disallow any expert evidence tendered that is duplicative or unnecessary.
"question: what is the proposition in TARGETCASE? context: [5] <REFERENCE> (F.C.A.), at page 305, the Federal Court of Appeal held that the same three-stage test applied to stays of deportation.Accepting the applicability of this test to the present motion, Mr. Nalliah must satisfy me that: <TARGETCASE> 1. There is a serious issue to be tried in the underlying application; <REFERENCE> 2. Mr. Nalliah and the other affected persons will suffer irreparable harm if the relief is not granted; and, <REFERENCE> 3. The balance of convenience, considering the total situation of both parties, favours Mr. Nalliah and the other persons. <REFERENCE> ","There is a serious issue to be tried in the underlying application; Mr. Nalliah and the other affected persons will suffer irreparable harm if the relief is not granted; and, the balance of convenience, considering the total situation of both parties, favours Mr. Nalliah and the other persons."
"question: what is the proposition in TARGETCASE? context: [24] In support of this contention, Alberta relies on the decision of the Federal Court of Appeal in <TARGETCASE> (C.A.) aff'd (1977), 72 D.L.R. (3d) 82. In Union Oil , the Federal Court of Appeal held that while the provisions of the Federal Court Act (as it was then known) which conferred jurisdiction on the Court by reference to subject matter were ""broadly expressed"", the provisions of the Ontario Interpretation Act , taken together with the references to the Crown in right of Canada in the Federal Court Act , were ""sufficient to show that the traditional immunity of the Crown in right of the provinces from suit in its courts was not intended to be abrogated by the general descriptions of subject matter of jurisdiction in the Federal Court Act "": at para. 4. See also <REFERENCE> , 1 F.T.R. 270 at para. 10. ",The traditional immunity of the Crown in right of the provinces from suit in its courts was not intended to be abrogated by the general descriptions of subject matter of jurisdiction in the Federal Court Act.
"question: what is the proposition in TARGETCASE? context: [11] The respondent is correct: the applicants have failed to prove how their legal counsel's behavior at the time of the hearing prejudiced them. While the circumstances of this case are very different than the cases relied on by the applicants, these cases do establish that the incompetence of counsel at the hearing can result in a denial of a fair hearing and provides grounds for judicial review on the basis of a breach of natural justice ( <REFERENCE> , above at para 11). Thus, where by no fault of the applicant, counsel's misconduct results in the applicant being denied the opportunity to a hearing, a reviewable breach occurs ( <REFERENCE> , above at para 11; <TARGETCASE> , above). However, the applicants were not denied a hearing: their refugee claim proceeded. Thus, in such a case, the Board's decision can only be reviewed where extraordinary circumstances are proven, such that ""there is sufficient evidence to establish the 'exact dimensions of the problem'"" ( <REFERENCE> , above at para 12). Thereby, where the incompetence or negligence of counsel is sufficiently specific and supported by the evidence, such behavior is inherently prejudicial to the applicants, resulting in a denial of a fair hearing ( <REFERENCE> , above at para 12). However, the applicants have not adduced any such evidence. ","Where by no fault of the applicant, counsel's misconduct results in the applicant being denied the opportunity to a hearing, a reviewable breach occurs."
"question: what is the proposition in TARGETCASE? context: [36] In Leithiser and <TARGETCASE> from the evidence given on discovery by Leithiser, concludes at page 123: ""In the light of this evidence it is, in my view, apparent that the appellant [Leithiser] never invented a cable tensioning machine having a single capstan wheel with a multiplicity of grooves and that such a device if made would not be workable and further that the appellant never invented or devised a single capstan wheel machine with a single groove or with a v-shaped groove. Moreover, no such machine is described in the specification. The claims which include such a single capstan wheel machine accordingly in my opinion claim more than the appellant invented and more than is described in the specification and they are on both accounts invalid."" In effect, Mr. Justice Thurlow adopted and applied the guidance provided <REFERENCE> Mines in defining the impact of claiming more broadly than the invention made or disclosed. ",The claims which include such a single capstan wheel machine claim more than the appellant invented and more than is described in the specification and they are on both accounts invalid.
"question: what is the proposition in TARGETCASE? context: [15] The requirements of this test were recently restated by the Federal Court of Appeal in <REFERENCE> D.T.C. 6335, where MacGuigan, J.A., at p. 157 <REFERENCE> ruled that: ""The learned judge here seems to suggest that farming income can be combined with, in the sense of supplemented by, another source of income in order to constitute a chief source of income. It is clear from <REFERENCE> D.T.C. 5213, at p. 5216 (S.C.C.) that the word 'combination' in s. 31(1) is not to be read in that sense. It is also now clear that what is required for a determination that farming is a chief source of income is a favourable comparison of farming with the other source of income as to such matters as time spent, the capital committed, and the profitability, both actual and potential: <TARGETCASE> D.T.C. 6166 (Strayer, J.), approved on that point by this court at 139 N.R. 204."" ","What is required for a determination that farming is a chief source of income is a favourable comparison of farming with the other source of income as to such matters as time spent, the capital committed, and the profitability, both actual and potential."
"question: what is the proposition in TARGETCASE? context: Every inmate is guilty of a disciplinary offence who <REFERENCE> (a) disobeys or fails to obey a lawful order of a penitentiary officer, <REFERENCE> (b) assaults or threatens to assault another person, <REFERENCE> (c) refuses to work or fails to work to the best of his ability, <REFERENCE> (d) leaves his work without permission of a penitentiary officer, <REFERENCE> (e) wilfully or negligently damages any property of Her Majesty or the property of another person, <REFERENCE> (f) wilfully wastes food, <REFERENCE> (g) behaves toward any other person, by his actions, language or writing, in an indecent, disrespectful, threatening or defamatory manner, <REFERENCE> (h) wilfully disobeys or fails to obey any regulation or rule governing the conduct of inmates, <REFERENCE> (i) has contraband in his possession, <REFERENCE> (i.1) consumes, absorbs, swallows, smokes, inhales, injects or otherwise uses an intoxicant. <REFERENCE> (j) deals in contraband with any other person, <REFERENCE> (k) does any act that is calculated to prejudice the discipline or good order of the institution, <REFERENCE> (l) does any act with intent to escape or to assist another inmate to escape, <REFERENCE> (l.1) is in an area prohibited to inmates, <REFERENCE> (m) gives or offers a bribe or reward to any person for any purpose, <REFERENCE> (n) contravenes any rule, regulation or directive made under the Act, or <TARGETCASE> (o) attempts to do anything mentioned in paragraphs (a) to (n).",An inmate is guilty of a disciplinary offence if they attempt to do anything mentioned in paragraphs (a) to (n).
"question: what is the proposition in TARGETCASE? context: [38] In my view the general rule for construction of treaties requires appropriate attention to both the terms of the treaty in their context, that is the words as used in the treaty, and its objects and purpose. <TARGETCASE> D.L.R.(3d) 721, at p. 679 (T.D.), Mr. Justice Cattanach of this court said: <REFERENCE> ""Counsel for the appellant submitted that a treaty must be interpreted so as to give effect to the rule of effectiveness and the rule of liberal interpretation. I fail to follow how the rule of effectiveness can mean any more than the obvious duty of the court to give effect to the treaty. That duty is, as I conceive it, to ascertain and give effect to the intention of the contracting states as expressed in the words used by them. <REFERENCE> ""Similarly I find little help in the statement that a treaty shall receive a liberal or extensive construction rather than a strict one. The consensus of all writers is that treaties are to be construed in the most liberal spirit provided that the sense is not wrested from its plain and obvious meaning. <REFERENCE> ""In my view the duty of the court is to construe a treaty as it would construe any other instrument public or private, that is to ascertain the true intent and meaning of the contracting states collected from the subject matter and from the words employed by them in their context. ... <REFERENCE> ","A treaty must be interpreted so as to give effect to the rule of effectiveness and the rule of liberal interpretation, with the duty of the court being to ascertain and give effect to the intention of the contracting states as expressed in the words used by them, without wresting the sense from its plain and obvious meaning."
"question: what is the proposition in TARGETCASE? context: [73] The final decision involving ramipril and the '206 Patent was <REFERENCE> ( Ramipril IV (FC) ). Justice Sean Harrington followed the Court of Appeal decision <REFERENCE> III and dismissed the application by Sanofi-Aventis et al. Because of the prospect of a successful appeal to the Supreme Court of Canada <TARGETCASE> II (FCA) - which did not come to pass - Justice Harrington continued on to express his views on the substantive issues before him. While he agreed with Justice Mactavish's conclusions on the issue double patenting <REFERENCE> II (FC) , he would have come to different conclusion on the question of sound prediction. Justice Harrington, based on the evidence before him, would have concluded that there was a sound basis for Schering's prediction of ACE inhibition by the compounds of the relevant claims of the '206 Patent. VI. Validity, Presumption and Burden ",Justice Harrington would have concluded that there was a sound basis for Schering's prediction of ACE inhibition by the compounds of the relevant claims of the '206 Patent.
"question: what is the proposition in TARGETCASE? context: [114] The Respondent takes the position that the Arbitrator acted reasonably in finding that three of the alleged irregularities and breaches of the Election Regulations had been established but did not materially affect the result of the election. Subsection 16.8(b) requires and restricts the Arbitrator to asking if any of the established grounds of appeal materially affected the result of the election, including ""Corrupt Election Practices"" or ""Falsification of an Electoral Report"" or any other ground that may be raised under s 16.1. If any of the established grounds of appeal, individually or taken together, did not materially affect the result of the election, then the decision must be to allow the election results to stand. In adopting the ""materially affected"" test for all established grounds of appeal, the Respondent submits that the PTFN has effectively adopted the common law rule that an election is presumed valid and ""... should be vitiated only if it is shown that there were such irregularities that, on a balance of probabilities, the result of the election might have been different"" ( TARGETCASE ; REFERENCE ) which is determined by the ""magic number test"" ( REFERENCE). Given the statutory regime established by s 16.8, the ""magic number test"" and the 44 vote margin of victory, the Arbitrator's dismissal of the Houle appeal was reasonable and correct. ","An election is presumed valid and should be vitiated only if it is shown that there were such irregularities that, on a balance of probabilities, the result of the election might have been different."
"question: what is the proposition in TARGETCASE? context: [41] The Respondent says the Officer's GCMS notes dated November 28, 2013, show he considered her response to his letter, including her new IELTS results. The notes show that he considered that cashier was a lower-skilled occupation but concluded that the full range of tasks required of a cashier necessitated more than basic English abilities. The Respondent agrees that an applicant need not become economically established in his/her nominated occupation but says he/she must still show how he/she will become economically established within a reasonable time: <REFERENCE> , at paras 7-8. Scoring in excess of the minimum IELTS requirement does not establish how or when an applicant will become economically established: <REFERENCE> . <TARGETCASE> ",An applicant need not become economically established in his/her nominated occupation but must still show how he/she will become economically established within a reasonable time.
"question: what is the proposition in TARGETCASE? context: [35] In the case of <TARGETCASE> D.T.C. 5030 at 5038 (F.C.T.D.), where he stated: ""Mr. Justice Rand also made it clear at page 400 that there is a duty to have fully disclosed to the taxpayer the precise findings of fact and rulings of law which have given rise to the controversy. That is one of the few remaining rights accorded to the taxpayer in the legislation, the preponderance of which imposes obligations."" ",There is a duty to have fully disclosed to the taxpayer the precise findings of fact and rulings of law which have given rise to the controversy.
"question: what is the proposition in TARGETCASE? context: [28] THIS COURT'S JUDGMENT is that : <REFERENCE> 1. this application for judicial review is granted and the matter is remitted to a differently constituted panel of the Immigration Appeal Division for reconsideration; <TARGETCASE> 2. the new panel will apply the regulation as it was written prior to September 20, 2010; <REFERENCE> 3. no questions are certified. <REFERENCE> Application allowed. <REFERENCE> Editor: Angela E. McKay/vnh <REFERENCE> [End of document] <REFERENCE> ","The new panel will apply the regulation as it was written prior to September 20, 2010."
"question: what is the proposition in TARGETCASE? context: [36] In contrast, <REFERENCE> involved assessing the effects of Division 9 of IRPA on the procedural rights of persons subject to certificate proceedings. As noted above, in reaching its decision, the Supreme Court had the benefit of adjudicative facts from Mr. Almrei's proceeding. The adjudicative facts in <TARGETCASE> , which appear to me to be more than those presented in this constitutional motion, allowed the Supreme Court to resolve the s. 7 issues before it. ",The adjudicative facts in a case can allow the Supreme Court to resolve the section 7 issues before it.
"question: what is the proposition in TARGETCASE? context: [9] The second issue before the Court involves the interpretation of the Act and Regulations , and as such constitutes a question of pure law ( <REFERENCE> ; 352 N.R. 85; 2006 FCA 217, at para. 18). While the Supreme Court of Canada has indicated that generally questions of law will attract a standard of correctness, some legal issues may attract the more deferential standard of reasonableness ( <TARGETCASE> at para. 51). ",Some legal issues may attract the more deferential standard of reasonableness.
"question: what is the proposition in TARGETCASE? context: [22] It is common ground between the parties the licencing and other provisions of the BIA affecting trustees is to promote the public interest in ensuring that trustees in bankruptcy, who discharge important public duties in the administration of the estates of bankrupts, act appropriately. Justice Dubé in <REFERENCE> ; 211 F.T.R. 161 (T.D.), wrote: <REFERENCE> ""25 In view of the fact that the right to engage in the profession of trustee and bankruptcy is an exclusive one, the trustee must demonstrate the highest degree of professionalism and integrity in the administration of a bankruptcy. The trustee must comply with high standards of ethics, which are of great importance in maintaining public confidence in the implementation of the Act . <TARGETCASE> ""26 It is in connection with this function of supervision and protection of the public interest that the Superintendent has his power to conduct investigations into the conduct of any trustee and to take the disciplinary action necessary when a trustee does not adequately perform his duties or does not observe the Superintendent's instructions regarding the administration of property or when it is in the interest of justice to do so (paragraph 5(3)(e) of the Act ). <REFERENCE> ",The Superintendent has the power to conduct investigations into the conduct of any trustee and to take necessary disciplinary action when a trustee does not adequately perform his duties or does not observe the Superintendent's instructions regarding the administration of property or when it is in the interest of justice to do so.
question: what is the proposition in TARGETCASE? context: [53] The applicant argues at the outset that the principles that have been developed with respect to the concept of relevance within the meaning of Rules 317 and 318 of the Rules also apply to the meaning to be assigned to the concept of relevance set out in paragraph 17(b) of the Immigration RulesTARGETCASE. The applicant submits that the tribunal has an obligation to produce a complete record that must include all documents relevant to the proceeding that are in its possession or control. ,The tribunal has an obligation to produce a complete record that must include all documents relevant to the proceeding that are in its possession or control.
"question: what is the proposition in TARGETCASE? context: [11] In order to succeed on the basis of a procedural fairness violation resulting from incompetent representation, the Applicant must establish that all parts of the following tripartite test are met: <REFERENCE> 1. The representative's alleged acts or omissions constituted incompetence; <REFERENCE> 2. There was a miscarriage of justice in the sense that, but for the alleged conduct, there is a reasonable probability that the result of the original hearing would have been different; and <TARGETCASE> 3. The representative be given notice and a reasonable opportunity to respond. <REFERENCE> <REFERENCE> ; and <REFERENCE> . <REFERENCE> ",The representative must be given notice and a reasonable opportunity to respond in cases of alleged procedural fairness violation due to incompetent representation.
"question: what is the proposition in TARGETCASE? context: [8] This Court has recently held that an officer's determinations under the Canadian Experience Class involve findings of fact and law, and are thus reviewable on a standard of reasonableness (see REFERENCE). Moreover, and contrary to the Applicant's submissions, it is well-established that the standard of review for questions relating to the interpretation of the decision-maker's enabling statute or ""statutes closely connected to its function, with which it will have particular familiarity"" is also reasonableness ( TARGETCASE). V. Analysis A. Procedural Fairness ","The standard of review for questions relating to the interpretation of the decision-maker's enabling statute or statutes closely connected to its function, with which it will have particular familiarity, is reasonableness."
"question: what is the proposition in TARGETCASE? context: [40] The Applicant says that while a tribunal need not refer to every piece of evidence presented, the more significant a piece of evidence is, the more likely it is that the failure to refer to it will result in a finding that the decision was unreasonable, especially when it appears to contradict a finding of the Board. The Board had an obligation to assess the evidence that contradicted its findings and explain why that evidence did not alter its conclusion: REFERENCE; TARGETCASE. This is also true, the Applicant argues, where the contradictory evidence is general country condition evidence: REFERENCE , REFERENCE. The common presumption that the Board has considered all of the evidence cannot systematically immunize the decision from judicial review: REFERENCE. ",The Board had an obligation to assess the evidence that contradicted its findings and explain why that evidence did not alter its conclusion.
"question: what is the proposition in TARGETCASE? context: [23] In <TARGETCASE> , supra, at para. 2, Mr. Justice Décary stated that the decision in <REFERENCE> stands for the proposition that ""the best interests of the child are not determinative of the issue of removal to be decided by the Minister."" An immigration officer does not commit an error simply because he or she finds that the children's interests are outweighed by other factors. Rather, the court must ensure that the officer was ""alert, alive and sensitive"" to the interests of the children and acted reasonably in finding those interests were outweighed by other considerations. ",The best interests of the child are not determinative of the issue of removal to be decided by the Minister.
"question: what is the proposition in TARGETCASE? context: [16] The test for a reasonable apprehension of bias was enunciated in Committee for Justice and <TARGETCASE> at 394 (available on CanLII): . . . the apprehension of bias must be a reasonable one, held by reasonable and right minded persons, applying themselves to the question and obtaining thereon the required information ... [The] test is ""what would an informed person, viewing the matter realistically and practically - and having thought the matter through - conclude. Would he think that it is more likely than not that [the decision maker], whether consciously or unconsciously, would not decide fairly. ","The apprehension of bias must be a reasonable one, held by reasonable and right minded persons, who would conclude whether it is more likely than not that the decision maker, whether consciously or unconsciously, would not decide fairly."
"question: what is the proposition in TARGETCASE? context: [25] In Harb, supra, at paragraph 18, the Federal Court of Appeal quoted with approval the following passage from <TARGETCASE> (QL), at paragraph 11, where it is clearly recognized that personal and knowing participation does not require formal membership in the group and may be from within or outside an organization: In our view, it goes without saying that ""personal and knowing participation"" can be direct or indirect and does not require formal membership in the organization that is ultimately engaged in the condemned activities. It is not working within an organization that makes someone an accomplice to the organization's activities, but knowingly contributing to those activities in any way or making them possible, whether from within or from outside the organization. At p. 318, MacGuigan J.A. said that ""[a] t bottom, complicity rests . . . on the existence of a shared common purpose and the knowledge that all of the parties in question may have of it"". Those who become involved in an operation that is not theirs, but that they know will probably lead to the Board of an international offence, lay themselves open to the application of the exclusion clause in the same way as those who play a direct part in the operation. ","Personal and knowing participation"" in an organization's activities does not require formal membership in the organization and can be direct or indirect, from within or outside the organization, and is based on knowingly contributing to those activities or making them possible."
"question: what is the proposition in TARGETCASE? context: [15] As stated in <REFERENCE> there is no good faith requirement for sur place refugee claims. On the contrary, even where a claimant converts for an opportunistic reason, he or she is still entitled to protection if he or she can establish a well-founded fear of persecution on a Convention ground. The decision <REFERENCE> states in part: <TARGETCASE> ","Even where a claimant converts for an opportunistic reason, he or she is still entitled to protection if he or she can establish a well-founded fear of persecution on a Convention ground."
"question: what is the proposition in TARGETCASE? context: [21] Recently, the Supreme Court of Canada in <REFERENCE> [ Smith ] held that, where a tribunal is interpreting its enabling statute, that tribunal's interpretation will be subject to the reasonableness standard. (see paragraphs 26-34 and 37). This approach was followed by Justice Paul Crampton in <REFERENCE> where he held at paragraph 24 that the standard of review on the applicability of subsection 108(4) is reasonableness. Further, Justice Crampton thoroughly addressed this question in <REFERENCE> included that the standard of review on this issue is reasonableness. Justice Richard Boivin also held that the applicability of subsection 108(4) is evaluated on a standard of reasonableness in <TARGETCASE> . I am satisfied that the standard of review on the third issue is reasonableness. See also <REFERENCE> . <REFERENCE> ",The applicability of subsection 108(4) is evaluated on a standard of reasonableness.
"question: what is the proposition in TARGETCASE? context: [55] According to <TARGETCASE> ; 137 D.L.R.(3d) 687 (F.T.D.), this court has jurisdiction under s. 18 to issue an injunction restraining a Minister or a federal board from executing their statutory duties in a manner that is illegal or ultra vires. Section 50 of the Federal Court Act allows this court, in its discretion, to stay proceedings in any cause or matter where for any other reason it is in the interest of justice that the proceedings be stayed. Any stay ordered under this section may subsequently be lifted in the discretion of this court. Section 18.2 allows this court, on an application for judicial review, to make such interim orders as it considers appropriate pending the final disposition of the application. According to the above sections, I believe that this court has jurisdiction to issue an Order restraining the Minister from deporting the applicants pending the outcome of s. 114(2) applications for landing on humanitarian or compassionate grounds. The facts peculiar to this case, and the implication in <REFERENCE> that a risk assessment should be done before deporting failed refugee claimants in order to determine whether deportation may violate their Charter rights, cry out for such an outcome. Conclusion ","This court has jurisdiction to issue an injunction restraining a Minister or a federal board from executing their statutory duties in a manner that is illegal or ultra vires, and to issue an Order restraining the Minister from deporting applicants pending the outcome of applications for landing on humanitarian or compassionate grounds."
"question: what is the proposition in TARGETCASE? context: [24] Furthermore, prosecution for failing to comply with a law of general application, such as a law requiring military service, does not generally constitute persecution. ( <REFERENCE> ; 93 F.T.R. 266 ( <TARGETCASE> ; 2005 FC 558, at paragraph 11.) ","Prosecution for failing to comply with a law of general application, such as a law requiring military service, does not generally constitute persecution."
"question: what is the proposition in TARGETCASE? context: [10] The same position may be deduced from the following observations of the Federal Court of Appeal in <REFERENCE> , at p. 902 <TARGETCASE> : ""The question to be answered, therefore, is whether the respondent has shown that justice would be done between the parties in Japan at substantially less inconvenience and expense than in Canada. No evidence has been adduced to show the inconvenience and expense of proceeding in Canada rather than Japan. In these circumstances, while I am inclined to think that there would be some advantage in proceeding in Japan, I am unable to say that this advantage would certainly exist or, if it exists, that it would be substantial."" ",The question to be answered is whether the respondent has shown that justice would be done between the parties in Japan at substantially less inconvenience and expense than in Canada.
"question: what is the proposition in TARGETCASE? context: [23] Keeping in mind that purpose, the respondent argues that subsection 25(1.3) was enacted in order to clearly separate these applications from refugee protection proceedings and avoid duplication within the system. Therefore, the role of an officer is to consider the credible facts presented through a lens of hardship and the officer cannot reassess whether applicants should have received refugee protection. In the respondent's view, subsection 25(1.3) codifies that officers are meant to be looking at elements of hardship, rather than factors relating to risk (citing <TARGETCASE> FTR 17 [ <REFERENCE> ]). ",The role of an officer under subsection 25(1.3) is to consider the credible facts presented through a lens of hardship and not to reassess whether applicants should have received refugee protection.
"question: what is the proposition in TARGETCASE? context: [12] It is well-established that decisions of the Board as to credibility are factual in nature and are therefore owed a significant amount of deference. The appropriate standard of review is a standard of reasonableness ( <TARGETCASE> , reasonableness requires consideration of the existence of justification, transparency, and intelligibility in the decision-making process. It is also concerned with whether the decision falls within a range of acceptable outcomes that are defensible in respect of the facts and law. IV. Argument and Analysis A. Did the Board Make Reasonable Credibility Determinations? ","Reasonableness requires consideration of the existence of justification, transparency, and intelligibility in the decision-making process and whether the decision falls within a range of acceptable outcomes that are defensible in respect of the facts and law."
question: what is the proposition in TARGETCASE? context: [17] The same is true in TARGETCASE. In that case the court had before it an application to determine the amount of damages. It was submitted to my brother Giles that he did not have jurisdiction because the application was not an interlocutory one. He disposed of this objection at 279 as follows: REFERENCE ,The court has jurisdiction to determine the amount of damages even in non-interlocutory applications.
"question: what is the proposition in TARGETCASE? context: [16] The Immigration and Refugee Protection Act , S.C. 2001, c. 27, s. 115, reads as follows: <TARGETCASE> ""Protection <REFERENCE> ""115(1) A protected person or a person who is recognized as a Convention refugee by another country to which the person may be returned shall not be removed from Canada to a country where they would be at risk of persecution for reasons of race, religion, nationality, membership in a particular social group or political opinion or at risk of torture or cruel and unusual treatment or punishment. <REFERENCE> ""115(2) Exceptions <REFERENCE> ""(2) Subsection (1) does not apply in the case of a person <REFERENCE> (a) who is inadmissible on grounds of serious criminality and who constitutes, in the opinion of the Minister, a danger to the public in Canada; or <REFERENCE> (b) who is inadmissible on grounds of security, violating human or international rights or organized criminality if, in the opinion of the Minister, the person should not be allowed to remain in Canada on the basis of the nature and severity of acts committed or of danger to the security of Canada.","A protected person or a Convention refugee shall not be removed from Canada to a country where they would be at risk of persecution or at risk of torture or cruel and unusual treatment or punishment, unless they are inadmissible on grounds of serious criminality or security, violating human or international rights or organized criminality."
"question: what is the proposition in TARGETCASE? context: [42] The words in question are weak in the sense of not being particularly distinctive in that they have family name or geographical connotations. The first word in a trademark is most important for the purposes of distinguishing between two trademarks ( <REFERENCE> (F.C.T.D.)) and the Registrar gave too much weight to Cushman & Wakefield's disclaimer of the right to exclusive use of the word ""Cushman"" in its applications. The combination of all elements constituting the mark have to be assessed in their overall effect. See Christian <REFERENCE> . Since the marks were weak, small differences are sufficient to distinguish them ( <TARGETCASE> ). ","Since the marks were weak, small differences are sufficient to distinguish them."
"question: what is the proposition in TARGETCASE? context: [45] As submitted by the applicants, discretionary orders of prothonotaries may be disturbed on appeal to a judge when questions raised in the motion are vital to the final issue of the case, meaning that it is vital to the result of the case, or if the orders are clearly wrong, in the sense that the exercise of discretion by the prothonotary was based upon a wrong principle or upon a misapprehension of the facts ( <TARGETCASE> Defense and Counterclaim is vital to the final issue of the case, therefore, Prothonotary Morneau's decision may be reviewed de novo ( <REFERENCE> disclaimer ","Discretionary orders of prothonotaries may be disturbed on appeal to a judge when questions raised in the motion are vital to the final issue of the case, or if the orders are clearly wrong, in the sense that the exercise of discretion by the prothonotary was based upon a wrong principle or upon a misapprehension of the facts."
"question: what is the proposition in TARGETCASE? context: [131] Once again, Mylan tried to rely on the REFERENCE case, not so much for its factual finding but for the purpose of impugning Dr. Bugay's credibility. In that case, Dr. Bugay was responsible for particle size testing after extraction. Because the extraction process used in that case was validated in exactly the ways Dr. Bugay said were irrelevant (i.e. by reporting yield and by running the API through the extraction procedure), Mylan would like this Court to infer that Dr. Bugay's explanation for not doing the validation is not credible. I agree with Lilly that such an inference would be unwarranted and that the statements from another witness in REFERENCE cannot form the basis to impeach the credibility of Dr. Bugay in this case. One cannot impeach a witness on a prior inconsistent statement unless it is that same witness's own prior statement; the fact that Dr. Bugay may have been in Court when the expert who did the extraction testified, is not sufficient. Moreover, the TARGETCASE case deals with a different patent, different facts and different evidence. As a result, this case is not relevant for the purpose of the determinations to be made here, and cannot be used to question Dr. Bugay's testimony as an expert in the case at bar. ","The statements from another witness in a different case cannot be used to impeach the credibility of a witness in the current case, even if the facts and evidence of the two cases are different."
"question: what is the proposition in TARGETCASE? context: [20] The issue here, is whether the Regulation constitutes a ""random power to administer"" of the type held invalid in the Brant Dairy , or whether it constitutes the ""confirming the power of sub-delegation [which] does not lead to an absurdity"" of the type held to be valid <REFERENCE> . <TARGETCASE> ",The Regulation is valid if it confirms the power of sub-delegation and does not lead to an absurdity.
"question: what is the proposition in TARGETCASE? context: [29] Indeed, in <REFERENCE> , supra, at page 277, the Federal Court of Appeal held that arguments as to the violation of s. 7 were precluded before it by authority ( <REFERENCE> and <REFERENCE> , supra). However, in <REFERENCE> (F.C.A.), at pages 588-89 <TARGETCASE> , the Federal Court of Appeal appears to have concluded that deportation of a permanent resident as a result of criminal convictions does engage s. 7 of the Charter as it actually examined whether fundamental justice had been accorded to that person. Moreover, in <REFERENCE> (F.C.A.), at pages 704-05 <REFERENCE> , the Federal Court of Appeal held that the deprivation of liberty involved in any forced deportation is given a new dimension when the individual to be deported claims to be a refugee, therefore, it is appropriate to assume that s. 7 of the Charter is brought into play with respect to the scheme as a whole. ",Deportation of a permanent resident as a result of criminal convictions does engage s. 7 of the Charter as it actually examined whether fundamental justice had been accorded to that person.
